scenario_id,species,age_months,weight_kg,food_type,variant,target_kcal,actual_kcal,kcal_delta_pct,is_kcal_valid,protein_target_min,protein_target_max,protein_actual,is_protein_valid,fat_target_min,fat_target_max,fat_actual,is_fat_valid,fiber_target_min,fiber_target_max,fiber_actual,is_fiber_valid,is_bju_valid,components_count,supplements_count,has_dry,has_wet,has_treats,validation_warnings_count,has_critical_errors,overall_status
16,dog,4,1.0,multi,basic,140.0,147.8,5.6,True,20.0,40.0,37.6,True,10.0,25.0,9.1,True,1.0,10.0,5.9,True,True,2,0,True,True,True,0,False,OK
17,dog,2,1.0,multi,advanced,154.0,162.0,5.2,True,20.0,40.0,38.1,True,10.0,25.0,10.5,True,1.0,10.0,8.4,True,True,2,2,True,True,True,0,False,OK
18,dog,3,1.0,dry,basic,154.0,152.7,-0.8,True,20.0,40.0,36.1,True,10.0,25.0,12.3,True,1.0,10.0,5.5,True,True,1,0,True,False,True,0,False,OK
19,dog,4,1.1,dry,advanced,150.4,145.1,-3.5,True,20.0,40.0,28.8,True,10.0,25.0,11.0,True,1.0,10.0,9.4,True,True,1,2,True,False,True,0,False,OK
20,dog,4,1.0,wet,basic,140.0,145.4,3.9,True,20.0,40.0,27.3,True,10.0,25.0,16.6,True,1.0,10.0,4.0,True,True,1,0,False,True,True,0,False,OK
21,dog,4,1.0,wet,advanced,140.0,146.0,4.3,True,20.0,40.0,41.5,True,10.0,25.0,19.5,True,1.0,10.0,11.0,True,True,1,2,False,True,True,0,False,OK
22,dog,4,1.1,multi,basic,150.4,150.9,0.4,True,20.0,40.0,39.7,True,10.0,25.0,25.4,True,1.0,10.0,10.6,True,True,2,0,True,True,True,0,False,OK
23,dog,4,1.2,multi,advanced,160.5,155.7,-3.0,True,20.0,40.0,27.6,True,10.0,25.0,13.6,True,1.0,10.0,5.0,True,True,2,2,True,True,True,0,False,OK
24,dog,2,1.2,dry,basic,160.5,150.8,-6.0,True,20.0,40.0,28.5,True,10.0,25.0,24.8,True,1.0,10.0,10.9,True,True,1,0,True,False,True,0,False,OK
25,dog,2,1.1,dry,advanced,150.4,149.0,-0.9,True,20.0,40.0,22.2,True,10.0,25.0,13.6,True,1.0,10.0,9.7,True,True,1,2,True,False,True,0,False,OK
26,dog,3,1.1,wet,basic,150.4,147.0,-2.2,True,20.0,40.0,20.1,True,10.0,25.0,21.4,True,1.0,10.0,6.5,True,True,1,0,False,True,True,0,False,OK
27,dog,4,0.9,wet,advanced,129.4,121.3,-6.2,True,20.0,40.0,42.2,True,10.0,25.0,24.5,True,1.0,10.0,5.7,True,True,1,2,False,True,True,0,False,OK
28,dog,4,1.2,multi,basic,160.5,166.5,3.8,True,20.0,40.0,42.6,True,10.0,25.0,9.5,True,1.0,10.0,11.9,False,True,2,0,True,True,True,0,False,OK
29,dog,2,1.0,multi,advanced,140.0,131.5,-6.1,True,20.0,40.0,24.6,True,10.0,25.0,21.0,True,1.0,10.0,7.0,True,True,2,2,True,True,True,0,False,OK
30,dog,4,1.0,dry,basic,140.0,146.3,4.5,True,20.0,40.0,42.2,True,10.0,25.0,23.7,True,1.0,10.0,8.1,True,True,1,0,True,False,True,0,False,OK
31,dog,4,1.0,dry,advanced,140.0,147.8,5.6,True,20.0,40.0,40.1,True,10.0,25.0,9.9,True,1.0,10.0,8.9,True,True,1,2,True,False,True,0,False,OK
32,dog,2,1.1,wet,basic,150.4,162.7,8.2,True,20.0,40.0,32.0,True,10.0,25.0,20.5,True,1.0,10.0,11.5,True,True,1,0,False,True,True,0,False,OK
33,dog,4,1.2,wet,advanced,160.5,173.6,8.2,True,20.0,40.0,31.8,True,10.0,25.0,23.5,True,1.0,10.0,2.7,True,True,1,2,False,True,True,0,False,OK
34,dog,2,1.1,multi,basic,150.4,144.7,-3.8,True,20.0,40.0,43.5,True,10.0,25.0,18.6,True,1.0,10.0,9.2,True,True,2,0,True,True,True,0,False,OK
35,dog,3,1.2,multi,advanced,160.5,166.8,3.9,True,20.0,40.0,18.7,True,10.0,25.0,10.1,True,1.0,10.0,6.4,True,True,2,2,True,True,True,0,False,OK
36,dog,2,1.2,dry,basic,176.6,159.9,-9.5,True,20.0,40.0,27.8,True,10.0,25.0,18.5,True,1.0,10.0,6.2,True,True,1,0,True,False,True,0,False,OK
37,dog,4,1.0,dry,advanced,140.0,136.8,-2.3,True,20.0,40.0,27.0,True,10.0,25.0,9.8,True,1.0,10.0,2.5,True,True,1,2,True,False,True,0,False,OK
38,dog,4,1.0,wet,basic,140.0,140.1,0.1,True,20.0,40.0,33.9,True,10.0,25.0,23.7,True,1.0,10.0,6.2,True,True,1,0,False,True,True,0,False,OK
39,dog,4,1.1,wet,advanced,150.4,158.5,5.4,True,20.0,40.0,35.0,True,10.0,25.0,9.1,True,1.0,10.0,8.8,True,True,1,2,False,True,True,0,False,OK
40,dog,4,1.1,multi,basic,150.4,153.1,1.8,True,20.0,40.0,29.0,True,10.0,25.0,19.4,True,1.0,10.0,8.1,True,True,2,0,True,True,True,0,False,OK
41,dog,2,1.1,multi,advanced,165.4,164.1,-0.8,True,20.0,40.0,23.6,True,10.0,25.0,10.7,True,1.0,10.0,1.9,True,True,2,2,True,True,True,0,False,OK
42,dog,4,0.9,dry,basic,129.4,141.6,9.4,True,20.0,40.0,34.0,True,10.0,25.0,25.4,True,1.0,10.0,7.0,True,True,1,0,True,False,True,0,False,OK
43,dog,4,0.9,dry,advanced,129.4,141.6,9.5,True,20.0,40.0,37.2,True,10.0,25.0,10.3,True,1.0,10.0,8.4,True,True,1,2,True,False,True,0,False,OK
44,dog,3,0.9,wet,basic,142.3,134.1,-5.7,True,20.0,40.0,35.3,True,10.0,25.0,19.8,True,1.0,10.0,1.6,True,True,1,0,False,True,True,0,False,OK
45,dog,2,1.1,wet,advanced,165.4,171.5,3.7,True,20.0,40.0,31.8,True,10.0,25.0,16.4,True,1.0,10.0,2.6,True,True,1,2,False,True,True,0,False,OK
46,dog,4,1.2,multi,basic,160.5,161.0,0.3,True,20.0,40.0,39.4,True,10.0,25.0,24.8,True,1.0,10.0,8.2,True,True,2,0,True,True,True,0,False,OK
47,dog,2,1.2,multi,advanced,176.6,192.4,8.9,True,20.0,40.0,24.6,True,10.0,25.0,13.2,True,1.0,10.0,7.5,True,True,2,2,True,True,True,0,False,OK
48,dog,3,1.0,dry,basic,154.0,167.7,8.9,True,20.0,40.0,40.3,True,10.0,25.0,20.9,True,1.0,10.0,4.6,True,True,1,0,True,False,True,0,False,OK
49,dog,4,1.1,dry,advanced,150.4,164.6,9.5,True,20.0,40.0,19.4,True,10.0,25.0,11.7,True,1.0,10.0,10.6,True,True,1,2,True,False,True,0,False,OK
50,dog,2,1.0,wet,basic,154.0,164.6,6.9,True,20.0,40.0,20.1,True,10.0,25.0,27.2,True,1.0,10.0,8.5,True,True,1,0,False,True,True,0,False,OK
51,dog,3,1.1,wet,advanced,165.4,154.2,-6.8,True,20.0,40.0,35.2,True,10.0,25.0,20.3,True,1.0,10.0,1.2,True,True,1,2,False,True,True,0,False,OK
52,dog,2,1.2,multi,basic,176.6,172.7,-2.2,True,20.0,40.0,39.5,True,10.0,25.0,16.3,True,1.0,10.0,5.6,True,True,2,0,True,True,True,0,False,OK
53,dog,2,1.1,multi,advanced,165.4,173.0,4.6,True,20.0,40.0,30.0,True,10.0,25.0,24.6,True,1.0,10.0,11.7,False,True,2,2,True,True,True,0,False,OK
54,dog,2,0.9,dry,basic,142.3,141.7,-0.4,True,20.0,40.0,29.9,True,10.0,25.0,27.0,True,1.0,10.0,3.9,True,True,1,0,True,False,True,0,False,OK
55,dog,3,1.0,dry,advanced,154.0,159.4,3.5,True,20.0,40.0,23.0,True,10.0,25.0,17.7,True,1.0,10.0,5.2,True,True,1,2,True,False,True,0,False,OK
56,dog,2,1.2,wet,basic,176.6,159.5,-9.7,True,20.0,40.0,20.9,True,10.0,25.0,15.7,True,1.0,10.0,8.8,True,True,1,0,False,True,True,0,False,OK
57,dog,3,1.0,wet,advanced,154.0,162.1,5.3,True,20.0,40.0,42.2,True,10.0,25.0,12.1,True,1.0,10.0,8.9,True,True,1,2,False,True,True,0,False,OK
58,dog,4,1.2,multi,basic,160.5,150.7,-6.1,True,20.0,40.0,28.7,True,10.0,25.0,15.2,True,1.0,10.0,9.3,True,True,2,0,True,True,True,0,False,OK
59,dog,2,1.0,multi,advanced,154.0,154.8,0.5,True,20.0,40.0,34.8,True,10.0,25.0,15.7,True,1.0,10.0,1.6,True,True,2,2,True,True,True,0,False,OK
60,dog,4,1.1,dry,basic,150.4,145.6,-3.2,True,20.0,40.0,35.0,True,10.0,25.0,16.6,True,1.0,10.0,1.3,True,True,1,0,True,False,True,0,False,OK
61,dog,4,1.1,dry,advanced,150.4,153.0,1.7,True,20.0,40.0,29.4,True,10.0,25.0,19.2,True,1.0,10.0,1.5,True,True,1,2,True,False,True,0,False,OK
62,dog,2,0.9,wet,basic,129.4,122.0,-5.8,True,20.0,40.0,36.3,True,10.0,25.0,21.3,True,1.0,10.0,11.4,True,True,1,0,False,True,True,0,False,OK
63,dog,3,1.2,wet,advanced,160.5,155.0,-3.4,True,20.0,40.0,39.9,True,10.0,25.0,9.3,True,1.0,10.0,1.2,True,True,1,2,False,True,True,0,False,OK
64,dog,4,1.0,multi,basic,140.0,152.3,8.8,True,20.0,40.0,18.6,True,10.0,25.0,26.7,True,1.0,10.0,9.9,True,True,2,0,True,True,True,0,False,OK
65,dog,4,1.1,multi,advanced,150.4,145.9,-3.0,True,20.0,40.0,41.7,True,10.0,25.0,23.4,True,1.0,10.0,8.6,True,True,2,2,True,True,True,0,False,OK
66,dog,4,1.0,dry,basic,140.0,146.2,4.4,True,20.0,40.0,38.3,True,10.0,25.0,10.0,True,1.0,10.0,8.5,True,True,1,0,True,False,True,0,False,OK
67,dog,4,1.0,dry,advanced,140.0,135.3,-3.4,True,20.0,40.0,34.9,True,10.0,25.0,11.9,True,1.0,10.0,3.1,True,True,1,2,True,False,True,0,False,OK
68,dog,2,1.2,wet,basic,160.5,157.2,-2.0,True,20.0,40.0,39.5,True,10.0,25.0,25.0,True,1.0,10.0,11.9,False,True,1,0,False,True,True,0,False,OK
69,dog,2,1.1,wet,advanced,150.4,141.1,-6.2,True,20.0,40.0,28.5,True,10.0,25.0,11.1,True,1.0,10.0,10.6,True,True,1,2,False,True,True,0,False,OK
70,dog,3,1.0,multi,basic,140.0,142.9,2.1,True,20.0,40.0,42.0,True,10.0,25.0,21.7,True,1.0,10.0,4.1,True,True,2,0,True,True,True,0,False,OK
71,dog,2,1.0,multi,advanced,140.0,141.3,0.9,True,20.0,40.0,38.7,True,10.0,25.0,18.7,True,1.0,10.0,1.8,True,True,2,2,True,True,True,0,False,OK
72,dog,4,0.9,dry,basic,129.4,120.5,-6.9,True,20.0,40.0,24.1,True,10.0,25.0,23.0,True,1.0,10.0,2.3,True,True,1,0,True,False,True,0,False,OK
73,dog,2,1.2,dry,advanced,240.8,232.4,-3.5,True,20.0,40.0,27.5,True,10.0,25.0,17.4,True,1.0,10.0,5.3,True,True,1,2,True,False,True,0,False,OK
74,dog,2,1.2,wet,basic,240.8,237.9,-1.2,True,20.0,40.0,36.3,True,10.0,25.0,19.8,True,1.0,10.0,10.2,True,True,1,0,False,True,True,0,False,OK
75,dog,2,1.2,wet,advanced,240.8,260.8,8.3,True,20.0,40.0,35.9,True,10.0,25.0,25.8,True,1.0,10.0,10.1,True,True,1,2,False,True,True,0,False,OK
76,dog,3,1.1,multi,basic,225.6,242.0,7.3,True,20.0,40.0,35.1,True,10.0,25.0,17.0,True,1.0,10.0,2.7,True,True,2,0,True,True,True,0,False,OK
77,dog,3,1.0,multi,advanced,210.0,212.1,1.0,True,20.0,40.0,29.5,True,10.0,25.0,21.3,True,1.0,10.0,5.7,True,True,2,2,True,True,True,0,False,OK
78,dog,2,1.0,dry,basic,210.0,219.4,4.5,True,20.0,40.0,33.6,True,10.0,25.0,12.6,True,1.0,10.0,6.8,True,True,1,0,True,False,True,0,False,OK
79,dog,4,1.2,dry,advanced,160.5,152.7,-4.9,True,20.0,40.0,27.3,True,10.0,25.0,21.8,True,1.0,10.0,10.1,True,True,1,2,True,False,True,0,False,OK
80,dog,4,1.0,wet,basic,140.0,145.1,3.6,True,20.0,40.0,33.9,True,10.0,25.0,15.0,True,1.0,10.0,8.8,True,True,1,0,False,True,True,0,False,OK
81,dog,4,1.2,wet,advanced,160.5,163.6,1.9,True,20.0,40.0,26.9,True,10.0,25.0,24.4,True,1.0,10.0,1.6,True,True,1,2,False,True,True,0,False,OK
82,dog,3,0.9,multi,basic,194.0,196.5,1.3,True,20.0,40.0,36.3,True,10.0,25.0,22.2,True,1.0,10.0,11.3,True,True,2,0,True,True,True,0,False,OK
83,dog,3,1.2,multi,advanced,240.8,253.3,5.2,True,20.0,40.0,19.0,True,10.0,25.0,10.6,True,1.0,10.0,3.8,True,True,2,2,True,True,True,0,False,OK
84,dog,4,1.0,dry,basic,140.0,150.4,7.4,True,20.0,40.0,26.0,True,10.0,25.0,17.7,True,1.0,10.0,1.7,True,True,1,0,True,False,True,0,False,OK
85,dog,2,1.1,dry,advanced,165.4,174.7,5.6,True,20.0,40.0,34.9,True,10.0,25.0,13.1,True,1.0,10.0,6.4,True,True,1,2,True,False,True,0,False,OK
86,dog,2,1.0,wet,basic,154.0,168.1,9.1,True,20.0,40.0,35.3,True,10.0,25.0,13.4,True,1.0,10.0,10.1,True,True,1,0,False,True,True,0,False,OK
87,dog,3,1.2,wet,advanced,176.6,177.7,0.6,True,20.0,40.0,42.0,True,10.0,25.0,27.1,True,1.0,10.0,5.2,True,True,1,2,False,True,True,0,False,OK
88,dog,4,1.1,multi,basic,150.4,164.9,9.6,True,20.0,40.0,34.6,True,10.0,25.0,21.8,True,1.0,10.0,9.5,True,True,2,0,True,True,True,0,False,OK
89,dog,2,1.2,multi,advanced,176.6,177.4,0.5,True,20.0,40.0,44.0,True,10.0,25.0,18.6,True,1.0,10.0,4.4,True,True,2,2,True,True,True,0,False,OK
90,dog,2,1.1,dry,basic,165.4,155.6,-5.9,True,20.0,40.0,37.9,True,10.0,25.0,15.1,True,1.0,10.0,9.5,True,True,1,0,True,False,True,0,False,OK
91,dog,2,1.0,dry,advanced,154.0,148.5,-3.6,True,20.0,40.0,24.1,True,10.0,25.0,18.8,True,1.0,10.0,10.0,True,True,1,2,True,False,True,0,False,OK
92,dog,3,1.1,wet,basic,165.4,180.1,8.9,True,20.0,40.0,25.6,True,10.0,25.0,10.9,True,1.0,10.0,4.9,True,True,1,0,False,True,True,0,False,OK
93,dog,4,1.0,wet,advanced,140.0,137.9,-1.5,True,20.0,40.0,29.4,True,10.0,25.0,11.9,True,1.0,10.0,11.7,False,True,1,2,False,True,True,0,False,OK
94,dog,3,1.2,multi,basic,176.6,164.1,-7.1,True,20.0,40.0,43.0,True,10.0,25.0,13.9,True,1.0,10.0,10.2,True,True,2,0,True,True,True,0,False,OK
95,dog,2,1.2,multi,advanced,176.6,176.2,-0.2,True,20.0,40.0,35.9,True,10.0,25.0,9.5,True,1.0,10.0,6.9,True,True,2,2,True,True,True,0,False,OK
96,dog,4,0.9,dry,basic,129.4,131.0,1.3,True,20.0,40.0,36.4,True,10.0,25.0,12.0,True,1.0,10.0,1.1,True,True,1,0,True,False,True,0,False,OK
97,dog,4,1.0,dry,advanced,140.0,134.9,-3.6,True,20.0,40.0,31.3,True,10.0,25.0,15.7,True,1.0,10.0,2.4,True,True,1,2,True,False,True,0,False,OK
98,dog,2,1.2,wet,basic,160.5,176.1,9.7,True,20.0,40.0,25.5,True,10.0,25.0,12.2,True,1.0,10.0,1.0,True,True,1,0,False,True,True,0,False,OK
99,dog,4,0.9,wet,advanced,129.4,137.3,6.1,True,20.0,40.0,43.8,True,10.0,25.0,14.6,True,1.0,10.0,6.8,True,True,1,2,False,True,True,0,False,OK
100,dog,2,1.2,multi,basic,160.5,157.5,-1.9,True,20.0,40.0,43.8,True,10.0,25.0,21.9,True,1.0,10.0,2.6,True,True,2,0,True,True,True,0,False,OK
101,dog,3,1.1,multi,advanced,150.4,151.7,0.8,True,20.0,40.0,38.3,True,10.0,25.0,11.3,True,1.0,10.0,9.8,True,True,2,2,True,True,True,0,False,OK
102,dog,3,1.0,dry,basic,140.0,151.0,7.9,True,20.0,40.0,24.3,True,10.0,25.0,23.1,True,1.0,10.0,8.0,True,True,1,0,True,False,True,0,False,OK
103,dog,4,1.0,dry,advanced,140.0,141.1,0.8,True,20.0,40.0,41.3,True,10.0,25.0,17.2,True,1.0,10.0,9.6,True,True,1,2,True,False,True,0,False,OK
104,dog,3,1.1,wet,basic,150.4,136.9,-9.0,True,20.0,40.0,34.9,True,10.0,25.0,25.4,True,1.0,10.0,10.5,True,True,1,0,False,True,True,0,False,OK
105,dog,3,1.1,wet,advanced,150.4,154.9,3.0,True,20.0,40.0,21.1,True,10.0,25.0,26.4,True,1.0,10.0,4.4,True,True,1,2,False,True,True,0,False,OK
106,dog,2,1.0,multi,basic,140.0,142.5,1.8,True,20.0,40.0,38.6,True,10.0,25.0,19.4,True,1.0,10.0,5.7,True,True,2,0,True,True,True,0,False,OK
107,dog,3,1.1,multi,advanced,150.4,161.1,7.1,True,20.0,40.0,25.9,True,10.0,25.0,10.0,True,1.0,10.0,8.9,True,True,2,2,True,True,True,0,False,OK
108,dog,3,1.1,dry,basic,165.4,178.8,8.1,True,20.0,40.0,33.3,True,10.0,25.0,20.3,True,1.0,10.0,11.6,False,True,1,0,True,False,True,0,False,OK
109,dog,2,1.0,dry,advanced,154.0,157.6,2.3,True,20.0,40.0,31.5,True,10.0,25.0,26.9,True,1.0,10.0,9.8,True,True,1,2,True,False,True,0,False,OK
110,dog,2,1.0,wet,basic,154.0,146.1,-5.1,True,20.0,40.0,19.0,True,10.0,25.0,26.6,True,1.0,10.0,11.5,False,True,1,0,False,True,True,0,False,OK
111,dog,2,1.1,wet,advanced,165.4,180.8,9.3,True,20.0,40.0,33.8,True,10.0,25.0,9.4,True,1.0,10.0,9.6,True,True,1,2,False,True,True,0,False,OK
112,dog,4,1.1,multi,basic,150.4,165.2,9.9,True,20.0,40.0,32.0,True,10.0,25.0,21.5,True,1.0,10.0,6.2,True,True,2,0,True,True,True,0,False,OK
113,dog,4,1.0,multi,advanced,140.0,129.5,-7.5,True,20.0,40.0,26.0,True,10.0,25.0,12.9,True,1.0,10.0,10.4,True,True,2,2,True,True,True,0,False,OK
114,dog,2,1.2,dry,basic,176.6,192.4,8.9,True,20.0,40.0,33.9,True,10.0,25.0,17.0,True,1.0,10.0,6.8,True,True,1,0,True,False,True,0,False,OK
115,dog,4,1.2,dry,advanced,160.5,172.6,7.5,True,20.0,40.0,18.7,True,10.0,25.0,20.0,True,1.0,10.0,6.4,True,True,1,2,True,False,True,0,False,OK
116,dog,2,1.0,wet,basic,154.0,145.7,-5.4,True,20.0,40.0,24.3,True,10.0,25.0,9.5,True,1.0,10.0,7.3,True,True,1,0,False,True,True,0,False,OK
117,dog,4,1.1,wet,advanced,150.4,151.1,0.5,True,20.0,40.0,29.5,True,10.0,25.0,26.8,True,1.0,10.0,5.4,True,True,1,2,False,True,True,0,False,OK
118,dog,4,1.2,multi,basic,160.5,148.8,-7.3,True,20.0,40.0,29.6,True,10.0,25.0,21.7,True,1.0,10.0,2.3,True,True,2,0,True,True,True,0,False,OK
119,dog,4,1.1,multi,advanced,150.4,163.0,8.4,True,20.0,40.0,38.9,True,10.0,25.0,12.5,True,1.0,10.0,10.8,True,True,2,2,True,True,True,0,False,OK
120,dog,3,1.2,dry,basic,240.8,255.4,6.1,True,20.0,40.0,43.0,True,10.0,25.0,12.3,True,1.0,10.0,6.1,True,True,1,0,True,False,True,0,False,OK
121,dog,4,1.1,dry,advanced,150.4,142.5,-5.3,True,20.0,40.0,33.9,True,10.0,25.0,13.2,True,1.0,10.0,4.0,True,True,1,2,True,False,True,0,False,OK
122,dog,4,1.1,wet,basic,150.4,140.4,-6.7,True,20.0,40.0,37.0,True,10.0,25.0,10.1,True,1.0,10.0,10.9,True,True,1,0,False,True,True,0,False,OK
123,dog,4,1.0,wet,advanced,140.0,130.4,-6.8,True,20.0,40.0,34.6,True,10.0,25.0,24.7,True,1.0,10.0,4.7,True,True,1,2,False,True,True,0,False,OK
124,dog,2,1.0,multi,basic,210.0,210.3,0.1,True,20.0,40.0,18.5,True,10.0,25.0,23.4,True,1.0,10.0,7.0,True,True,2,0,True,True,True,0,False,OK
125,dog,4,1.1,multi,advanced,150.4,139.2,-7.5,True,20.0,40.0,20.1,True,10.0,25.0,10.1,True,1.0,10.0,11.8,False,True,2,2,True,True,True,0,False,OK
126,dog,3,1.2,dry,basic,240.8,217.8,-9.5,True,20.0,40.0,26.2,True,10.0,25.0,15.2,True,1.0,10.0,3.8,True,True,1,0,True,False,True,0,False,OK
127,dog,4,1.1,dry,advanced,150.4,155.4,3.3,True,20.0,40.0,33.3,True,10.0,25.0,13.9,True,1.0,10.0,2.9,True,True,1,2,True,False,True,0,False,OK
128,dog,3,1.0,wet,basic,210.0,208.9,-0.5,True,20.0,40.0,31.5,True,10.0,25.0,17.5,True,1.0,10.0,2.3,True,True,1,0,False,True,True,0,False,OK
129,dog,4,1.1,wet,advanced,150.4,154.1,2.5,True,20.0,40.0,20.8,True,10.0,25.0,13.1,True,1.0,10.0,3.3,True,True,1,2,False,True,True,0,False,OK
130,dog,3,1.2,multi,basic,240.8,232.1,-3.6,True,20.0,40.0,42.3,True,10.0,25.0,10.1,True,1.0,10.0,3.2,True,True,2,0,True,True,True,0,False,OK
131,dog,3,0.9,multi,advanced,194.0,198.3,2.2,True,20.0,40.0,29.0,True,10.0,25.0,17.1,True,1.0,10.0,1.0,True,True,2,2,True,True,True,0,False,OK
132,dog,3,1.2,dry,basic,240.8,264.7,9.9,True,20.0,40.0,30.7,True,10.0,25.0,16.4,True,1.0,10.0,8.4,True,True,1,0,True,False,True,0,False,OK
133,dog,3,1.1,dry,advanced,225.6,218.1,-3.3,True,20.0,40.0,27.1,True,10.0,25.0,26.3,True,1.0,10.0,6.6,True,True,1,2,True,False,True,0,False,OK
134,dog,3,0.9,wet,basic,194.0,179.9,-7.3,True,20.0,40.0,26.4,True,10.0,25.0,23.7,True,1.0,10.0,10.2,True,True,1,0,False,True,True,0,False,OK
135,dog,3,0.9,wet,advanced,194.0,211.9,9.2,True,20.0,40.0,19.6,True,10.0,25.0,26.1,True,1.0,10.0,10.7,True,True,1,2,False,True,True,0,False,OK
136,dog,3,1.0,multi,basic,210.0,214.0,1.9,True,20.0,40.0,33.7,True,10.0,25.0,22.5,True,1.0,10.0,6.4,True,True,2,0,True,True,True,0,False,OK
137,dog,2,1.1,multi,advanced,225.6,214.2,-5.0,True,20.0,40.0,35.6,True,10.0,25.0,25.1,True,1.0,10.0,8.3,True,True,2,2,True,True,True,0,False,OK
138,dog,3,0.9,dry,basic,194.0,182.6,-5.9,True,20.0,40.0,37.7,True,10.0,25.0,24.6,True,1.0,10.0,2.7,True,True,1,0,True,False,True,0,False,OK
139,dog,2,1.2,dry,advanced,240.8,248.3,3.1,True,20.0,40.0,25.5,True,10.0,25.0,26.0,True,1.0,10.0,10.2,True,True,1,2,True,False,True,0,False,OK
140,dog,2,1.0,wet,basic,210.0,220.0,4.8,True,20.0,40.0,31.8,True,10.0,25.0,14.1,True,1.0,10.0,10.0,True,True,1,0,False,True,True,0,False,OK
141,dog,2,1.1,wet,advanced,225.6,206.0,-8.7,True,20.0,40.0,36.4,True,10.0,25.0,19.8,True,1.0,10.0,9.8,True,True,1,2,False,True,True,0,False,OK
142,dog,3,1.1,multi,basic,225.6,219.1,-2.9,True,20.0,40.0,37.4,True,10.0,25.0,26.8,True,1.0,10.0,3.1,True,True,2,0,True,True,True,0,False,OK
143,dog,2,1.2,multi,advanced,240.8,225.6,-6.3,True,20.0,40.0,26.4,True,10.0,25.0,13.9,True,1.0,10.0,9.1,True,True,2,2,True,True,True,0,False,OK
144,dog,3,2.2,dry,basic,379.3,357.3,-5.8,True,20.0,40.0,42.7,True,10.0,25.0,16.7,True,1.0,10.0,4.2,True,True,1,0,True,False,True,0,False,OK
145,dog,4,2.5,dry,advanced,278.3,298.4,7.2,True,20.0,40.0,23.5,True,10.0,25.0,12.2,True,1.0,10.0,9.7,True,True,1,2,True,False,True,0,False,OK
